source,url,publication,bias,factualness,country
roanoke.com,https://mediabiasfactcheck.com/roanoke-times/,Roanoke Times,left_center,high,None
rudaw.net,https://mediabiasfactcheck.com/rudaw/,Rudaw,left_center,high,None
sltrib.com,https://mediabiasfactcheck.com/salt-lake-tribune/,Salt Lake Tribune,left_center,high,None
sandiegoreader.com,https://mediabiasfactcheck.com/san-diego-reader/,San Diego Reader,left_center,high,USA
sfexaminer.com,https://mediabiasfactcheck.com/san-francisco-examiner/,San Francisco Examiner,left_center,high,USA
independent.com,https://mediabiasfactcheck.com/santa-barbara-independent/,Santa Barbara Independent,left_center,high,None
saudigazette.com.sa,https://mediabiasfactcheck.com/saudi-gazette/,Saudi Gazette,left_center,high,Saudi Arabia
scroll.in,https://mediabiasfactcheck.com/scroll-in/,Scroll.in,left_center,high,India
seattlepi.com,https://mediabiasfactcheck.com/seattle-post-intelligencer/,Seattle Post-Intelligencer,left_center,high,None
sentencingproject.org,https://mediabiasfactcheck.com/sentencing-project/,Sentencing Project,left_center,high,None
sfgate.com,https://mediabiasfactcheck.com/sfgate/,SFGate,left_center,high,None
shameproject.com,https://mediabiasfactcheck.com/shame-project/,Shame Project,left_center,high,None
sojo.net,https://mediabiasfactcheck.com/sojourners-soho/,Sojourners (Soho),left_center,high,None
sootoday.com,https://mediabiasfactcheck.com/sootoday-com/,SooToday.com,left_center,high,None
sbs.com.au,https://mediabiasfactcheck.com/special-broadcasting-service-sbs/,Special Broadcasting Service (SBS),left_center,high,None
spiegel.de,https://mediabiasfactcheck.com/spiegel-online/,Spiegel Online,left_center,high,None
stltoday.com,https://mediabiasfactcheck.com/st-louis-post-dispatch/,St. Louis Post-Dispatch,left_center,high,None
twincities.com,https://mediabiasfactcheck.com/st-paul-pioneer-press/,St. Paul Pioneer Press,left_center,high,USA
silive.com,https://mediabiasfactcheck.com/staten-island-advance/,Staten Island Advance,left_center,high,None
stopfake.org,https://mediabiasfactcheck.com/stopfake/,StopFake,left_center,high,None
stuff.co.nz,https://mediabiasfactcheck.com/stuff/,Stuff,left_center,high,New Zealand
swissinfo.ch,https://mediabiasfactcheck.com/swi-swissinfo-ch/,SWI – Swissinfo.ch,left_center,high,Switzerland
syriahr.com,https://mediabiasfactcheck.com/syrian-observatory-for-human-rights-sohr/,Syrian Observatory for Human Rights (SOHR),left_center,high,None
tabletmag.com,https://mediabiasfactcheck.com/tablet-magazine/,Tablet Magazine,left_center,high,USA
taxjustice.net,https://mediabiasfactcheck.com/tax-justice-network/,Tax Justice Network,left_center,high,United Kingdom
taxpolicycenter.org,https://mediabiasfactcheck.com/tax-policy-center/,Tax Policy Center,left_center,high,None
techcrunch.com,https://mediabiasfactcheck.com/techcrunch/,TechCrunch,left_center,high,None
techdirt.com,https://mediabiasfactcheck.com/techdirt/,Techdirt,left_center,high,USA
texasmonthly.com,https://mediabiasfactcheck.com/texas-monthly/,Texas Monthly,left_center,high,USA
theage.com.au,https://mediabiasfactcheck.com/the-age-australia/,The Age (Australia),left_center,high,None
asahi.com,https://mediabiasfactcheck.com/the-asahi-shimbun/,The Asahi Shimbun,left_center,high,Japan
theautomaticearth.com,https://mediabiasfactcheck.com/the-automatic-earth/,The Automatic Earth,left_center,high,None
thebaffler.com,https://mediabiasfactcheck.com/the-baffler/,The Baffler,left_center,high,None
budapestbeacon.com,https://mediabiasfactcheck.com/the-budapest-beacon/,The Budapest Beacon,left_center,high,Hungary
thechristianleft.org,https://mediabiasfactcheck.com/the-christian-left/,The Christian Left,left_center,high,None
thecitizen.org.au,https://mediabiasfactcheck.com/the-citizen/,The Citizen,left_center,high,Australia
canadians.org,https://mediabiasfactcheck.com/the-council-of-canadians/,The Council of Canadians,left_center,high,Canada
courier-journal.com,https://mediabiasfactcheck.com/the-courier-journal/,The Courier-Journal,left_center,high,None
dailyclimate.org,https://mediabiasfactcheck.com/the-daily-climate/,The Daily Climate,left_center,high,None
dailyhive.com,https://mediabiasfactcheck.com/daily-hive/,Daily Hive,left_center,high,None
dailytarheel.com,https://mediabiasfactcheck.com/the-daily-tarheel/,The Daily Tarheel,left_center,high,None
economictimes.indiatimes.com,https://mediabiasfactcheck.com/the-economic-times/,The Economic Times,left_center,high,None
forward.com,https://mediabiasfactcheck.com/the-forward/,The Forward,left_center,high,USA
heraldnet.com,https://mediabiasfactcheck.com/the-herald-everett/,The Herald (Everett),left_center,high,USA
newsite.thehindu.com,https://mediabiasfactcheck.com/the-hindu/,The Hindu,left_center,high,None
irishtimes.com,https://mediabiasfactcheck.com/the-irish-times/,The Irish Times,left_center,high,None
irrawaddy.com,https://mediabiasfactcheck.com/the-irrawaddy/,The Irrawaddy,left_center,high,None
jpost.com,https://mediabiasfactcheck.com/the-jerusalem-report/,The Jerusalem Report,left_center,high,None
lohud.com,https://mediabiasfactcheck.com/the-journal-news/,The Journal News,left_center,high,None
thelocal.no,https://mediabiasfactcheck.com/the-local-norway/,The Local (Norway),left_center,high,None
themonthly.com.au,https://mediabiasfactcheck.com/the-monthly-australia/,The Monthly (Australia),left_center,high,None
nationinstitute.org,https://mediabiasfactcheck.com/the-nation-institute/,The Nation Institute,left_center,high,None
alaraby.co.uk,https://mediabiasfactcheck.com/the-new-arab/,The New Arab,left_center,high,None
thenewtropic.com,https://mediabiasfactcheck.com/the-new-tropic/,The New Tropic,left_center,high,USA
thenewstribune.com,https://mediabiasfactcheck.com/the-news-tribune/,The News Tribune,left_center,high,None
newstimes.com,https://mediabiasfactcheck.com/the-news-times-danbury/,The News-Times (Danbury),left_center,high,USA
thenextweb.com,https://mediabiasfactcheck.com/the-next-web/,The Next Web,left_center,high,USA
theguardian.com,https://mediabiasfactcheck.com/the-observer/,The Observer (UK),left_center,high,None
theolympian.com,https://mediabiasfactcheck.com/the-olympian/,The Olympian,left_center,high,USA
pennlive.com,https://mediabiasfactcheck.com/the-patriot-news/,The Patriot-News,left_center,high,None
pressdemocrat.com,https://mediabiasfactcheck.com/the-press-democrat/,The Press Democrat,left_center,high,USA
pulsegulfcoast.com,https://mediabiasfactcheck.com/the-pulse/,The Pulse,left_center,high,None
northjersey.com,https://mediabiasfactcheck.com/the-record-new-jersey/,The Record (New Jersey),left_center,high,None
theringer.com,https://mediabiasfactcheck.com/the-ringer/,The Ringer,left_center,high,USA
santafenewmexican.com,https://mediabiasfactcheck.com/santa-fe-new-mexican/,The Santa Fe New Mexican,left_center,high,USA
thesaturdaypaper.com.au,https://mediabiasfactcheck.com/the-saturday-paper/,The Saturday Paper,left_center,high,None
thestate.com,https://mediabiasfactcheck.com/the-state/,The State,left_center,high,USA
thestranger.com,https://mediabiasfactcheck.com/the-stranger/,The Stranger,left_center,high,None
thesunmagazine.org,https://mediabiasfactcheck.com/the-sun-magazine/,The Sun Magazine,left_center,high,None
thetab.com,https://mediabiasfactcheck.com/the-tab/,The Tab,left_center,high,None
thetrace.org,https://mediabiasfactcheck.com/the-trace/,The Trace,left_center,high,None
thevarsity.ca,https://mediabiasfactcheck.com/the-varsity/,The Varsity,left_center,high,None
pilotonline.com,https://mediabiasfactcheck.com/the-virginian-pilot/,The Virginian-Pilot,left_center,high,None
wilderness.org,https://mediabiasfactcheck.com/the-wilderness-society/,The Wilderness Society,left_center,high,None
thisisthezerohour.com,https://mediabiasfactcheck.com/the-zero-hour/,The Zero Hour,left_center,high,None
news.trust.org,https://mediabiasfactcheck.com/thomson-reuters-foundation/,Thomson Reuters Foundation,left_center,high,None
timeline.com,https://mediabiasfactcheck.com/timeline/,Timeline,left_center,high,None
timescolonist.com,https://mediabiasfactcheck.com/times-colonist/,Times-Colonist,left_center,high,None
nola.com,https://mediabiasfactcheck.com/the-times-picayune/,The Times-Picayune,left_center,high,None
toinformistoinfluence.com,https://mediabiasfactcheck.com/to-inform-is-to-influence/,To Inform is to Influence,left_center,high,None
tomdispatch.com,https://mediabiasfactcheck.com/tomdispatch-com/,TomDispatch.com,left_center,high,None
unicornriot.ninja,https://mediabiasfactcheck.com/unicorn-riot/,Unicorn Riot,left_center,high,None
uft.org,https://mediabiasfactcheck.com/united-federation-of-teachers-uft/,United Federation of Teachers (UFT),left_center,high,None
universitybusiness.com,https://mediabiasfactcheck.com/university-business/,University Business,left_center,high,None
urban.org,https://mediabiasfactcheck.com/urban-institute/,Urban Institute,left_center,high,None
upr.org,https://mediabiasfactcheck.com/utah-public-radio-upr/,Utah Public Radio (UPR),left_center,high,USA
votevets.org,https://mediabiasfactcheck.com/votevets-org/,VoteVets.org,left_center,high,None
wgntv.com,https://mediabiasfactcheck.com/wgn-news/,WGN News,left_center,high,None
wingsoverscotland.com,https://mediabiasfactcheck.com/wings-over-scotland/,Wings Over Scotland,left_center,high,UK
wnyc.org,https://mediabiasfactcheck.com/wnyc/,WNYC,left_center,high,None
worldpolicy.org,https://mediabiasfactcheck.com/world-policy-institute/,World Policy Institute,left_center,high,None
worldcrunch.com,https://mediabiasfactcheck.com/worldcrunch/,WorldCrunch,left_center,high,France
ynetnews.com,https://mediabiasfactcheck.com/ynetnews/,YnetNews,left_center,high,None
ydr.com,https://mediabiasfactcheck.com/york-daily-record/,York Daily Record,left_center,high,None
yorkdispatch.com,https://mediabiasfactcheck.com/york-dispatch/,York Dispatch,left_center,high,USA
debatepost.com,https://mediabiasfactcheck.com/debate-post/,Debate Post,right,high,None
economicpolicyjournal.com,https://mediabiasfactcheck.com/economicpolicyjournal-com/,EconomicPolicyJournal.com,right,high,None
defenddemocracy.org,https://mediabiasfactcheck.com/foundation-defense-democracies/,Foundation for Defense of Democracies,right,high,USA
hudson.org,https://mediabiasfactcheck.com/hudson-institute/,Hudson Institute,right,high,None
jewishpolicycenter.org,https://mediabiasfactcheck.com/jewish-policy-center/,None,right,high,None
keepandbear.com,https://mediabiasfactcheck.com/keep-and-bear/,Keep and Bear,right,high,None
newrevolutionnow.org,https://mediabiasfactcheck.com/new-revolution-now/,New Revolution Now,right,high,None
hoover.org,https://mediabiasfactcheck.com/policy-review/,Policy Review,right,high,None
politisite.com,https://mediabiasfactcheck.com/politisite/,None,right,high,USA
restoreamericanglory.com,https://mediabiasfactcheck.com/restore-american-glory/,Restore American Glory,right,high,None
savejersey.com,https://mediabiasfactcheck.com/save-jersey/,Save Jersey,right,high,None
9news.com.au,https://mediabiasfactcheck.com/9-news-australia/,9 News (Australia),right_center,high,None
americanactionforum.org,https://mediabiasfactcheck.com/american-action-forum/,American Action Forum,right_center,high,None
americanfirearms.org,https://mediabiasfactcheck.com/american-firearms-institute/,American Firearms Institute,right_center,high,None
afpc.org,https://mediabiasfactcheck.com/american-foreign-policy-council/,American Foreign Policy Council (AFPC),right_center,high,None
americasquarterly.org,https://mediabiasfactcheck.com/americas-quarterly/,Americas Quarterly,right_center,high,None
arabnews.com,https://mediabiasfactcheck.com/arab-news/,Arab News,right_center,high,None
arkansasonline.com,https://mediabiasfactcheck.com/arkansas-democrat-gazette/,Arkansas Democrat-Gazette,right_center,high,None
israelnationalnews.com,https://mediabiasfactcheck.com/arutz-sheva-israel-national-news/,Arutz Sheva (Israel National News),right_center,high,Israel
billingsgazette.com,https://mediabiasfactcheck.com/billings-gazette/,Billings Gazette,right_center,high,USA
bipartisanpolicy.org,https://mediabiasfactcheck.com/bipartisan-policy-center/,Bipartisan Policy Center,right_center,high,None
breakingdefense.com,https://mediabiasfactcheck.com/breaking-defense/,Breaking Defense,right_center,high,None
thebreakthrough.org,https://mediabiasfactcheck.com/breakthrough-institute/,Breakthrough Institute,right_center,high,None
capoliticalreview.com,https://mediabiasfactcheck.com/california-political-review/,California Political Review,right_center,high,None
cjnews.com,https://mediabiasfactcheck.com/canadian-jewish-news-cjn/,Canadian Jewish News (CJN),right_center,high,None
taxpayer.com,https://mediabiasfactcheck.com/canadian-taxpayers-federation/,Canadian Taxpayers Federation,right_center,high,None
gazette.com,https://mediabiasfactcheck.com/colorado-springs-gazette/,Colorado Springs Gazette,right_center,high,None
columbiadailyherald.com,https://mediabiasfactcheck.com/columbia-daily-herald/,Columbia Daily Herald,right_center,high,None
dispatch.com,https://mediabiasfactcheck.com/columbus-dispatch/,Columbus Dispatch,right_center,high,None
volkskrant.nl,https://mediabiasfactcheck.com/de-volkskrant/,de Volkskrant,right_center,high,Netherlands
desertsun.com,https://mediabiasfactcheck.com/desert-sun/,Desert Sun,right_center,high,None
downsizinggovernment.org,https://mediabiasfactcheck.com/downsizing-the-federal-government/,Downsizing the Federal Government,right_center,high,None
edmontonsun.com,https://mediabiasfactcheck.com/edmonton-sun/,Edmonton Sun,right_center,high,None
jacksonville.com,https://mediabiasfactcheck.com/florida-times-union/,Florida Times-Union,right_center,high,None
foreignpolicyi.org,https://mediabiasfactcheck.com/foreign-policy-initiative/,Foreign Policy Initiative,right_center,high,None
fbherald.com,https://mediabiasfactcheck.com/fort-bend-herald/,Fort Bend Herald,right_center,high,None
star-telegram.com,https://mediabiasfactcheck.com/star-telegram/,Fort Worth Star-Telegram,right_center,high,None
fortnightlyreview.co.uk,https://mediabiasfactcheck.com/fortnightly-review/,Fortnightly Review,right_center,high,None
freedomhouse.org,https://mediabiasfactcheck.com/freedom-house/,Freedom House,right_center,high,None
group30.org,https://mediabiasfactcheck.com/group-of-thirty/,Group of Thirty,right_center,high,None
gulfnews.com,https://mediabiasfactcheck.com/gulf-news/,Gulf News,right_center,high,None
heraldsun.com.au,https://mediabiasfactcheck.com/herald-sun/,Herald-Sun,right_center,high,None
heterodoxacademy.org,https://mediabiasfactcheck.com/heterodox-academy/,Heterodox Academy,right_center,high,None
hpenews.com,https://mediabiasfactcheck.com/high-point-enterprise/,High Point Enterprise,right_center,high,None
thehindubusinessline.com,https://mediabiasfactcheck.com/the-hindu-business-line/,The Hindu Business Line,right_center,high,India
honestreporting.com,https://mediabiasfactcheck.com/honest-reporting/,Honest Reporting,right_center,high,None
inhomelandsecurity.com,https://mediabiasfactcheck.com/in-homeland-security/,In Homeland Security,right_center,high,USA
theihs.org,https://mediabiasfactcheck.com/institute-for-humane-studies/,Institute for Humane Studies,right_center,high,None
independent.ie,https://mediabiasfactcheck.com/irish-independent/,Irish Independent,right_center,high,None
israelhayom.com,https://mediabiasfactcheck.com/israel-hayom/,Israel Hayom,right_center,high,None
itv.com,https://mediabiasfactcheck.com/itv-news/,ITV News,right_center,high,None
japantoday.com,https://mediabiasfactcheck.com/japan-today/,Japan Today,right_center,high,None
learnliberty.org,https://mediabiasfactcheck.com/learn-liberty/,Learn Liberty,right_center,high,None
lexingtoninstitute.org,https://mediabiasfactcheck.com/lexington-institute/,Lexington Institute,right_center,high,None
mackinac.org,https://mediabiasfactcheck.com/mackinac-center-for-public-policy/,Mackinac Center for Public Policy,right_center,high,None
manhattan-institute.org,https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/,Manhattan Institute for Policy Research,right_center,high,None
mynorthwest.com,https://mediabiasfactcheck.com/mynorthwest/,MyNorthwest,right_center,high,None
newsrescue.com,https://mediabiasfactcheck.com/news-rescue/,News Rescue,right_center,high,None
oaoa.com,https://mediabiasfactcheck.com/odessa-american/,Odessa American,right_center,high,USA
omaha.com,https://mediabiasfactcheck.com/omaha-world-herald/,Omaha World-Herald,right_center,high,None
ocregister.com,https://mediabiasfactcheck.com/orange-county-register/,Orange County Register,right_center,high,None
pacificresearch.org,https://mediabiasfactcheck.com/pacific-research-institute/,Pacific Research Institute,right_center,high,None
peninsuladailynews.com,https://mediabiasfactcheck.com/peninsula-daily-news/,Peninsula Daily News,right_center,high,None
triblive.com,https://mediabiasfactcheck.com/pittsburgh-tribune-review/,Pittsburgh Tribune Review,right_center,high,None
policyed.org,https://mediabiasfactcheck.com/policyed/,PolicyEd,right_center,high,USA
postbulletin.com,https://mediabiasfactcheck.com/post-bulletin/,Post-Bulletin,right_center,high,USA
punchingbagpost.com,https://mediabiasfactcheck.com/punchingbag-post/,PunchingBag Post,right_center,high,None
rstreet.org,https://mediabiasfactcheck.com/r-street-institute/,R Street Institute,right_center,high,None
realcleardefense.com,https://mediabiasfactcheck.com/real-clear-defense/,Real Clear Defense,right_center,high,None
realclearpolicy.com,https://mediabiasfactcheck.com/real-clear-policy/,Real Clear Policy,right_center,high,None
realclearreligion.org,https://mediabiasfactcheck.com/realclearreligion/,RealClearReligion,right_center,high,None
valleynewslive.com,https://mediabiasfactcheck.com/red-river-valley-news/,Red River Valley News,right_center,high,None
remingtonresearchgroup.com,https://mediabiasfactcheck.com/remington-research-group/,Remington Research Group,right_center,high,None
richmond.com,https://mediabiasfactcheck.com/richmond-times-dispatch/,Richmond Times-Dispatch,right_center,high,None
srnnews.com,https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/,Salem Radio Network News (SRN News),right_center,high,None
sofrep.com,https://mediabiasfactcheck.com/sofrep/,SOFREP,right_center,high,None
sun-sentinel.com,https://mediabiasfactcheck.com/south-florida-sun-sentinel/,South Florida Sun-Sentinel,right_center,high,None
statesmanjournal.com,https://mediabiasfactcheck.com/statesman-journal/,Statesman Journal,right_center,high,None
swarajyamag.com,https://mediabiasfactcheck.com/swarajya/,Swarajya,right_center,high,India
tallahassee.com,https://mediabiasfactcheck.com/tallahassee-democrat/,Tallahassee Democrat,right_center,high,None
tbo.com,https://mediabiasfactcheck.com/tampa-tribune/,Tampa Tribune,right_center,high,None
algemeiner.com,https://mediabiasfactcheck.com/the-algemeiner-journal/,The Algemeiner Journal,right_center,high,None
the-american-interest.com,https://mediabiasfactcheck.com/the-american-interest/,The American Interest,right_center,high,None
chronicle.augusta.com,https://mediabiasfactcheck.com/the-augusta-chronicle/,The Augusta Chronicle,right_center,high,None
daltondailycitizen.com,https://mediabiasfactcheck.com/daily-citizen-dalton/,The Daily Citizen (Dalton),right_center,high,None
durangoherald.com,https://mediabiasfactcheck.com/the-durango-herald/,The Durango Herald,right_center,high,USA
thefiscaltimes.com,https://mediabiasfactcheck.com/the-fiscal-times/,The Fiscal Times,right_center,high,None
independent.org,https://mediabiasfactcheck.com/the-independent-review/,The Independent Review,right_center,high,None
thejacknews.com,https://mediabiasfactcheck.com/the-jack-news/,The Jack News,right_center,high,None
jamestown.org,https://mediabiasfactcheck.com/the-jamestown-foundation/,The Jamestown Foundation,right_center,high,None
the-japan-news.com,https://mediabiasfactcheck.com/the-japan-news/,The Japan News,right_center,high,None
jewishpress.com,https://mediabiasfactcheck.com/the-jewish-press/,The Jewish Press,right_center,high,None
thelibertarianrepublic.com,https://mediabiasfactcheck.com/the-libertarian-republic/,The Libertarian Republic,right_center,high,None
nation.com.pk,https://mediabiasfactcheck.com/the-nation-pakistan/,The Nation Pakistan,right_center,high,None
thenational.ae,https://mediabiasfactcheck.com/the-national-uae/,The National (UAE),right_center,high,United Arab Emirates
thenewatlantis.com,https://mediabiasfactcheck.com/the-new-atlantis/,The New Atlantis,right_center,high,None
international.thenewslens.com,https://mediabiasfactcheck.com/the-news-lens/,The News Lens,right_center,high,None
theobjectivestandard.com,https://mediabiasfactcheck.com/the-objective-standard/,The Objective Standard,right_center,high,USA
oklahoman.com,https://mediabiasfactcheck.com/the-oklahoman/,The Oklahoman,right_center,high,None
pe.com,https://mediabiasfactcheck.com/the-press-enterprise/,The Press-Enterprise,right_center,high,None
thesmokinggun.com,https://mediabiasfactcheck.com/the-smoking-gun/,The Smoking Gun,right_center,high,None
spokesman.com,https://mediabiasfactcheck.com/the-spokesman-review/,The Spokesman-Review,right_center,high,None
tennessean.com,https://mediabiasfactcheck.com/the-tennessean/,The Tennessean,right_center,high,None
thetimesherald.com,https://mediabiasfactcheck.com/the-times-herald-port-huron/,The Times Herald (Port Huron),right_center,high,USA
thewest.com.au,https://mediabiasfactcheck.com/the-west-australian/,The West Australian,right_center,high,None
tnonline.com,https://mediabiasfactcheck.com/times-news-pennsylvania/,Times News (Pennsylvania),right_center,high,USA
toledoblade.com,https://mediabiasfactcheck.com/toledo-blade/,Toledo Blade,right_center,high,None
cjonline.com,https://mediabiasfactcheck.com/topeka-capital-journal/,Topeka Capital-Journal,right_center,high,USA
tulsaworld.com,https://mediabiasfactcheck.com/tulsa-world/,Tulsa World,right_center,high,USA
valuewalk.com,https://mediabiasfactcheck.com/valuewalk/,ValueWalk,right_center,high,None
rep-am.com,https://mediabiasfactcheck.com/waterbury-republican-american/,Waterbury Republican-American,right_center,high,None
kansas.com,https://mediabiasfactcheck.com/wichita-eagle/,Wichita Eagle,right_center,high,None
observer.com,https://mediabiasfactcheck.com/new-york-observer/,(New York) Observer,right_center,high,USA
71republic.com,https://mediabiasfactcheck.com/71-republic/,71 Republic,right_center,high,USA
ac2news.com,https://mediabiasfactcheck.com/against-crony-capitialism/,Against Crony Capitialism,right_center,high,USA
azcentral.com,https://mediabiasfactcheck.com/arizona-republic/,Arizona Republic,left_center,high,USA
arstechnica.com,https://mediabiasfactcheck.com/ars-technica/,Ars Technica,least_biased,high,USA
c4ss.org,https://mediabiasfactcheck.com/center-for-a-stateless-society/,Center for a Stateless Society,left,high,USA
charlotteobserver.com,https://mediabiasfactcheck.com/charlotte-observer/,Charlotte Observer,left_center,high,USA
chicagotribune.com,https://mediabiasfactcheck.com/chicago-tribune/,Chicago Tribune,right_center,high,USA
darientimes.com,https://mediabiasfactcheck.com/darien-times/,Darien Times,least_biased,high,USA
frnewsreport.com,https://mediabiasfactcheck.com/free-rein-report/,Free Rein News,left,high,None
lansingstatejournal.com,https://mediabiasfactcheck.com/lansing-state-journal/,Lansing State Journal,least_biased,high,USA
legalinsurrection.com,https://mediabiasfactcheck.com/legal-insurrection/,Legal Insurrection,right,high,USA
miamiherald.com,https://mediabiasfactcheck.com/miami-herald/,Miami Herald,left_center,high,USA
startribune.com,https://mediabiasfactcheck.com/minneapolis-star-tribune/,Minneapolis Star Tribune,left_center,high,USA
nationalinterest.org,https://mediabiasfactcheck.com/national-interest/,National Interest,right_center,high,USA
nationalobserver.com,https://mediabiasfactcheck.com/national-observer-canada/,National Observer (Canada),left_center,high,Canada
newleftreview.org,https://mediabiasfactcheck.com/new-left-review/,New Left Review,left,high,United Kingdom
newrepublic.com,https://mediabiasfactcheck.com/new-republic/,New Republic,left,high,USA
rationalwiki.org,https://mediabiasfactcheck.com/rationalwiki/,RationalWiki,left_center,high,USA
sandiegouniontribune.com,https://mediabiasfactcheck.com/san-diego-union-tribune/,San Diego Union Tribune,least_biased,high,USA
the-daily.buzz,https://mediabiasfactcheck.com/the-daily-buzz/,The Daily Buzz,left,high,None
desmoinesregister.com,https://mediabiasfactcheck.com/the-des-moines-register/,The Des Moines Register,least_biased,high,USA
theglobeandmail.com,https://mediabiasfactcheck.com/the-globe-and-mail/,The Globe and Mail,right_center,high,Canada
theintercept.com,https://mediabiasfactcheck.com/the-intercept/,The Intercept,left,high,USA
ucsusa.org,https://mediabiasfactcheck.com/union-of-concerned-scientists/,Union of Concerned Scientists,left_center,high,USA
usatoday.com,https://mediabiasfactcheck.com/usa-today-2/,USA Today,left_center,high,USA
washingtonbabylon.com,https://mediabiasfactcheck.com/washington-babylon/,Washington Babylon,left,high,USA
us.blastingnews.com,https://mediabiasfactcheck.com/blastingnews/,Blasting News,least_biased,high,United Kingdom
politico.com,https://mediabiasfactcheck.com/politico/,Politico,least_biased,high,USA
theknifemedia.com,https://mediabiasfactcheck.com/the-knife/,The Knife,least_biased,high,None
themoscowtimes.com,https://mediabiasfactcheck.com/moscow-times/,Moscow Times,left_center,high,Netherlands
motherjones.com,https://mediabiasfactcheck.com/mother-jones/,Mother Jones,left_center,high,USA
post-gazette.com,https://mediabiasfactcheck.com/pittsburgh-post-gazette/,Pittsburgh Post-Gazette,right_center,high,USA
theamericanconservative.com,https://mediabiasfactcheck.com/the-american-conservative/,The American Conservative,right_center,high,USA
38north.org,https://mediabiasfactcheck.com/38-north/,38 North,least_biased,high,USA
680news.com,https://mediabiasfactcheck.com/680-news/,680 News,least_biased,high,Canada
afp.com,https://mediabiasfactcheck.com/afp-agence-france-presse/,AFP (Agence France Presse),least_biased,high,France
timesfreepress.com,https://mediabiasfactcheck.com/times-free-press/,Times Free Press,least_biased,high,USA
cfr.org,https://mediabiasfactcheck.com/council-on-foreign-relations/,Council on Foreign Relations,least_biased,high,USA
ctvnews.ca,https://mediabiasfactcheck.com/ctv-news/,CTV News,least_biased,high,Canada
duluthnewstribune.com,https://mediabiasfactcheck.com/duluth-news-tribune/,Duluth News Tribune,least_biased,high,USA
france24.com,https://mediabiasfactcheck.com/france24/,France24,least_biased,high,France
militarytimes.com,https://mediabiasfactcheck.com/military-times/,Military Times,least_biased,high,USA
oilprice.com,https://mediabiasfactcheck.com/oil-price/,OilPrice,least_biased,high,United Kingdom
riverdalepress.com,https://mediabiasfactcheck.com/riverdale-press/,Riverdale Press,least_biased,high,USA
news.sky.com,https://mediabiasfactcheck.com/sky-news/,Sky News,least_biased,high,United Kingdom
thenevadaindependent.com,https://mediabiasfactcheck.com/the-nevada-independent/,The Nevada Independent,least_biased,high,USA
journalnow.com,https://mediabiasfactcheck.com/winston-salem-journal/,Winston-Salem Journal,least_biased,high,USA
cincinnati.com,https://mediabiasfactcheck.com/cincinnati-enquirer/,Cincinnati Enquirer,least_biased,high,USA
therealnews.com,https://mediabiasfactcheck.com/real-news-network/,Real News Network,left,high,USA
splcenter.org,https://mediabiasfactcheck.com/southern-poverty-law-center/,Southern Poverty Law Center,left,high,USA
theweek.com,https://mediabiasfactcheck.com/the-week/,The Week (USA),left,high,USA
washingtonmonthly.com,http://mediabiasfactcheck.com/washington-monthly/,Washington Monthly,left_center,high,USA
abc.net.au,https://mediabiasfactcheck.com/abc-news-australia/,ABC News Australia,left_center,high,Australia
allgov.com,https://mediabiasfactcheck.com/allgov/,AllGov,left_center,high,USA
amnesty.org,https://mediabiasfactcheck.com/amnesty-international/,Amnesty International,left_center,high,United Kingdom
anthropocenemagazine.org,https://mediabiasfactcheck.com/conservation-magazine/,Anthropocene Magazine,left_center,high,USA
carnegieendowment.org,https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/,Carnegie Endowment for International Peace (CEIP),left_center,high,USA
centerforinquiry.org,https://mediabiasfactcheck.com/center-for-inquiry/,Center for Inquiry,left_center,high,USA
publicintegrity.org,https://mediabiasfactcheck.com/center-for-public-integrity/,Center for Public Integrity,left_center,high,USA
mcclatchydc.com,https://mediabiasfactcheck.com/mcclatchydc/,McClatchyDC,left_center,high,USA
orlandosentinel.com,https://mediabiasfactcheck.com/orlando-sentinel/,Orlando Sentinel,left_center,high,USA
texastribune.org,https://mediabiasfactcheck.com/texas-tribune/,Texas Tribune,left_center,high,USA
themoderatevoice.com,https://mediabiasfactcheck.com/the-moderate-voice/,The Moderate Voice,left_center,high,USA
theskimm.com,https://mediabiasfactcheck.com/the-skimm/,The Skimm,left_center,high,USA
washingtonmonthly.com,https://mediabiasfactcheck.com/washington-monthly/,Washington Monthly,left_center,high,USA
english.ahram.org.eg,https://mediabiasfactcheck.com/ahram-online/,Ahram Online,right_center,high,Egypt
abqjournal.com,https://mediabiasfactcheck.com/albuquerque-journal/,Albuquerque Journal,right_center,high,USA
atlanticcouncil.org,https://mediabiasfactcheck.com/atlantic-council/,Atlantic Council,right_center,high,USA
calgaryherald.com,https://mediabiasfactcheck.com/calgary-herald/,Calgary Herald,right_center,high,Canada
edmontonjournal.com,https://mediabiasfactcheck.com/edmonton-journal/,Edmonton Journal,right_center,high,Canada
jpost.com,https://mediabiasfactcheck.com/the-jerusalem-post/,The Jerusalem Post,right_center,high,Israel
marketwatch.com,https://mediabiasfactcheck.com/marketwatch/,MarketWatch,right_center,high,USA
elkharttruth.com,https://mediabiasfactcheck.com/the-elkhart-truth/,The Elkhart Truth,right_center,high,USA
timesofindia.indiatimes.com,https://mediabiasfactcheck.com/times-of-india/,Times of India,right_center,high,India
